id,audienceScore,tomatoMeter,runtimeMinutes,genre,kmeans_cluster
aristocats,70.0,63.0,78.0,"Kids & family, Comedy, Animation",0
aristocrats,61.0,79.0,89.0,Documentary,0
arizona_2018,44.0,43.0,85.0,Comedy,2
arizona_dream,86.0,87.0,119.0,"Comedy, Drama",1
arjun_the_warrior_prince,64.0,67.0,96.0,"Kids & family, Adventure, History, Drama, Animation",0
arkansas,51.0,51.0,115.0,"Mystery & thriller, Crime, Drama, Comedy",2
arlington_road,74.0,63.0,119.0,Mystery & thriller,1
arlo_and_julie,75.0,100.0,76.0,Comedy,0
arlo_the_alligator_boy,84.0,85.0,90.0,"Comedy, Animation, Kids & family, Musical",0
armadillo_2010,81.0,89.0,100.0,"Documentary, War",0
armageddon,73.0,38.0,150.0,"Sci-fi, Action, Adventure",1
armageddon_time,48.0,76.0,114.0,Drama,0
arme_riddere,55.0,59.0,82.0,"Crime, Drama, Comedy",2
armed_response_2017,16.0,0.0,93.0,"Horror, Mystery & thriller, Action",2
armored,31.0,40.0,88.0,"Mystery & thriller, Drama",2
armstrong_2019,74.0,75.0,100.0,Documentary,0
army_of_crime,68.0,88.0,139.0,"History, Drama, War",1
army_of_darkness,87.0,77.0,81.0,"Fantasy, Adventure, Horror, Comedy",0
army_of_one_2016,26.0,25.0,93.0,Comedy,2
army_of_shadows,94.0,97.0,140.0,"War, History, Drama",1
army_of_the_dead_2021,75.0,67.0,148.0,"Horror, Action, Adventure, Crime",1
army_of_thieves,69.0,68.0,127.0,"Action, Crime, Drama, Comedy",1
arnas_children,97.0,67.0,84.0,Documentary,0
around_the_bend,61.0,28.0,83.0,Drama,2
around_the_block,37.0,67.0,104.0,Drama,2
around_the_sun,60.0,93.0,79.0,Drama,0
aroused,33.0,31.0,73.0,Documentary,2
arq,46.0,43.0,88.0,Sci-fi,2
arranged,89.0,64.0,90.0,"Comedy, Drama, Romance",0
arrebato,85.0,96.0,105.0,Drama,0
arrhythmia,86.0,100.0,116.0,"Drama, Romance",1
arrival_2016,82.0,94.0,116.0,"Sci-fi, Mystery & thriller, Drama",1
arrivederci_baby,33.0,60.0,100.0,Comedy,2
arrowsmith,42.0,89.0,108.0,Drama,0
arsenal,73.0,83.0,75.0,Drama,0
arsenal_2017,17.0,3.0,92.0,"Action, Mystery & thriller",2
arsenic_and_old_lace,92.0,85.0,118.0,Comedy,1
art_and_craft,74.0,91.0,90.0,Documentary,0
art_bastard,69.0,86.0,82.0,Documentary,0
art_isthe_permanent_revolution,71.0,100.0,82.0,Documentary,0
art_of_being_straight,31.0,38.0,71.0,"Comedy, Drama, Lgbtq+",2
art_of_the_steal,87.0,85.0,101.0,Documentary,0
art_school_confidential,48.0,35.0,102.0,"Comedy, Drama",2
artemis_fowl,19.0,8.0,93.0,"Fantasy, Adventure",2
artemisia,64.0,67.0,102.0,Drama,0
arthur_2011,44.0,26.0,110.0,"Romance, Comedy",2
arthur_2_on_the_rocks,30.0,13.0,113.0,Comedy,2
arthur_and_the_great_adventure,33.0,0.0,93.0,"Kids & family, Adventure, Fantasy, Animation",2
arthur_and_the_invisibles_3_arthur_and_the_war_of_two_worlds,42.0,20.0,101.0,"Kids & family, Adventure, Fantasy, Animation",2
arthur_christmas,77.0,92.0,100.0,"Kids & family, Holiday, Comedy, Fantasy, Drama, Animation",0
arthur_miller_writer,62.0,91.0,98.0,Documentary,0
arthur_newman,25.0,20.0,101.0,"Comedy, Drama, Romance",2
article_99,54.0,43.0,100.0,Drama,2
artificial_paradises,40.0,80.0,83.0,Drama,0
artists_and_models,76.0,85.0,109.0,"Musical, Comedy",0
as_aboveso_below,40.0,28.0,93.0,"Horror, Mystery & thriller",2
as_cool_as_i_am_2013,25.0,14.0,92.0,"Comedy, Drama",2
as_good_as_dead_2022,40.0,71.0,88.0,Action,2
as_good_as_it_gets,86.0,86.0,138.0,"Romance, Comedy, Lgbtq+",1
as_i_am_the_life_and_times_of_dj_am,88.0,100.0,97.0,Documentary,0
as_i_lay_dying_2013,36.0,38.0,110.0,Drama,2
as_i_open_my_eyes,56.0,100.0,102.0,Drama,0
as_if_i_am_not_there_2011,76.0,85.0,100.0,Drama,0
as_it_is_in_heaven_2014,77.0,85.0,86.0,Drama,0
as_mil_e_uma_noites_volume_1_o_inquieto,72.0,97.0,125.0,Drama,1
as_seen_through_these_eyes,100.0,56.0,70.0,Documentary,0
as_they_made_us,87.0,81.0,96.0,"Comedy, Drama, Romance",0
as_tres_marias,33.0,40.0,90.0,Drama,2
as_you_are_2017,69.0,68.0,110.0,Drama,0
as_you_desire_me,56.0,86.0,71.0,Drama,0
asako_i_and_ii,73.0,78.0,119.0,"Romance, Drama",1
asbury_park_riot_redemption_rock_n_roll,89.0,100.0,116.0,"Documentary, Music",1
ascension_2021,60.0,98.0,98.0,Documentary,0
ash_is_purest_white,70.0,99.0,141.0,"Drama, Romance",1
ash_wednesday_1973,17.0,9.0,99.0,Drama,2
asha_jaoar_majhe,90.0,50.0,84.0,Drama,0
ashens_and_the_polybius_heist,88.0,100.0,100.0,"Comedy, Action, Adventure",0
asher,35.0,46.0,104.0,Action,2
ashes_and_diamonds,88.0,96.0,103.0,Drama,0
ashes_in_the_snow,82.0,56.0,99.0,"History, Drama",0
ashes_of_time_redux_2008,76.0,78.0,93.0,Action,0
ashfall,74.0,73.0,128.0,"Action, Drama",1
ashik_kerib,76.0,100.0,90.0,Drama,0
asia,69.0,91.0,85.0,Drama,0
ask_dr_ruth,94.0,92.0,100.0,Documentary,0
ask_for_jane,88.0,50.0,108.0,"History, Drama",1
ask_me_to_dance,75.0,89.0,93.0,"Holiday, Romance, Comedy",0
ask_no_questions,86.0,100.0,79.0,Documentary,0
ask_the_dust,41.0,35.0,117.0,"Romance, Drama",2
asking_for_it_2022,58.0,23.0,97.0,"Mystery & thriller, Drama",2
asoka,69.0,100.0,158.0,"History, Drama",1
aspen_extreme,67.0,22.0,117.0,Romance,2
aspergers_are_us,87.0,100.0,82.0,"Documentary, Comedy, Drama",0
asphalt_jungle,87.0,97.0,112.0,"Crime, Drama",0
asphalte_2015,74.0,100.0,100.0,"Comedy, Drama",0
asphyx,47.0,67.0,99.0,Horror,2
ass_backwards_2013,18.0,27.0,83.0,Comedy,2
assassin_33_ad,100.0,67.0,109.0,Sci-fi,1
assassination_2015,84.0,83.0,140.0,"Adventure, History, Drama",1
assassination_bureau,69.0,75.0,110.0,"Comedy, Action, Adventure",0
assassination_of_a_high_school_president,46.0,50.0,99.0,"Comedy, Drama, Mystery & thriller",2
assassination_of_jesse_james_by_the_coward_robert_ford,75.0,77.0,160.0,"Western, History, Drama",1
assassination_of_richard_nixon,69.0,67.0,105.0,Drama,0
assassination_tango,33.0,47.0,114.0,"Drama, Mystery & thriller, Romance",2
assassins,45.0,16.0,132.0,Action,2
assassins_2020,82.0,98.0,104.0,"Documentary, Biography",0
assassins_bullet_2012,12.0,7.0,91.0,"Action, Mystery & thriller",2
assassins_creed,42.0,19.0,116.0,"Action, Adventure",2
assault_of_the_killer_bimbos,44.0,17.0,81.0,Comedy,2
assault_on_precinct_13,48.0,59.0,109.0,"Action, Crime, Drama, Mystery & thriller",2
assault_on_va_33,45.0,0.0,90.0,"Action, Mystery & thriller",2
assault_on_wall_street_2013,42.0,25.0,97.0,"Action, Mystery & thriller",2
assaulted_civil_rights_under_fire,93.0,60.0,79.0,Documentary,0
assimilate,59.0,56.0,93.0,Sci-fi,2
assisted_living,81.0,76.0,77.0,Drama,0
asterix-obelix-mission-cleopatre,79.0,86.0,90.0,"Comedy, Adventure",0
asterix_and_obelix_mansion_of_the_gods,63.0,71.0,85.0,"Comedy, Animation",0
asterix_and_the_vikings,47.0,86.0,79.0,"Adventure, Comedy, Animation",0
asterix_the_secret_of_the_magic_potion,71.0,65.0,85.0,"Kids & family, Adventure, Animation",0
asthma_2014,49.0,10.0,90.0,"Drama, Romance",2
astraea,64.0,100.0,95.0,"Adventure, Drama, Sci-fi",0
astro,31.0,17.0,105.0,"Action, Sci-fi",2
astro_boy,50.0,50.0,94.0,"Kids & family, Action, Sci-fi, Animation",2
astronaut_2019,62.0,66.0,97.0,Drama,0
asura_the_city_of_madness,69.0,83.0,136.0,"Crime, Drama, Mystery & thriller, Action",1
asylum2005,42.0,36.0,96.0,Drama,2
at_any_price_2012,31.0,51.0,105.0,Drama,2
at_berkeley,72.0,87.0,244.0,Documentary,1
at_close_range,79.0,86.0,111.0,"Crime, Drama",0
at_eternitys_gate,65.0,79.0,110.0,"Biography, History, Drama",0
at_first_light,45.0,54.0,91.0,"Sci-fi, Mystery & thriller",2
at_long_last_love,40.0,25.0,118.0,"Musical, Romance",2
at_middleton,45.0,61.0,100.0,"Romance, Comedy",2
at_midnight,86.0,43.0,100.0,"Romance, Comedy",0
at_play_in_the_fields_of_the_lord,74.0,57.0,187.0,Adventure,1
at_the_circus,63.0,100.0,87.0,Comedy,0
at_the_devils_door,21.0,43.0,93.0,Horror,2
at_the_earths_core,34.0,33.0,90.0,Fantasy,2
at_the_end_of_the_day_2018,77.0,100.0,108.0,"Comedy, Drama, Lgbtq+",0
at_the_end_of_the_tunnel,73.0,83.0,120.0,"Crime, Drama, Mystery & thriller",1
at_the_fork,75.0,100.0,89.0,Documentary,0
at_the_heart_of_gold_inside_the_usa_gymnastics_scandal,91.0,100.0,91.0,Documentary,0
at_war,88.0,70.0,114.0,Drama,1
atanarjuat_the_fast_runner_2002,82.0,91.0,168.0,"Adventure, Drama",1
atertraffen,65.0,100.0,88.0,Drama,0
athena_2022,70.0,86.0,97.0,"Action, Drama",0
athlete_a,92.0,100.0,103.0,Documentary,0
atl,86.0,62.0,100.0,"Comedy, Drama",0
atlantic_2016,80.0,100.0,80.0,Documentary,0
atlantic_city,77.0,100.0,104.0,"Comedy, Drama",0
atlantics,66.0,96.0,105.0,Drama,0
atlantis_2019,62.0,97.0,106.0,Drama,0
atlantis_the_lost_empire,54.0,49.0,95.0,"Kids & family, Fantasy, Sci-fi, Action, Adventure, Animation",2
atlas_shrugged_part_i,69.0,12.0,102.0,Drama,2
atlas_shrugged_part_ii,60.0,4.0,112.0,Drama,2
atlas_shrugged_who_is_john_galt,40.0,0.0,99.0,Drama,2
atm,23.0,12.0,90.0,"Mystery & thriller, Horror",2
atomic_blonde_2017,64.0,79.0,125.0,"Action, Mystery & thriller, Lgbtq+",1
atomic_cafe,86.0,93.0,88.0,"Documentary, History, Drama",0
atomic_homefront,71.0,100.0,100.0,Documentary,0
atomica,21.0,23.0,82.0,"Sci-fi, Mystery & thriller",2
atonement,80.0,83.0,123.0,"Drama, Romance",1
atrocious,29.0,56.0,75.0,"Horror, Mystery & thriller",2
attachment,47.0,94.0,105.0,"Drama, Mystery & thriller, Horror, Comedy, Romance, Lgbtq+",0
attack-of-the-killer-tomatoes,42.0,27.0,87.0,"Comedy, Horror, Sci-fi",2
attack_of_the_50_foot_woman_1993,60.0,30.0,90.0,Sci-fi,2
attack_of_the_crab_monsters,30.0,71.0,65.0,Sci-fi,2
attack_of_the_giant_leeches,18.0,70.0,62.0,Horror,2
attack_of_the_hollywood_cliches,37.0,100.0,58.0,Comedy,0
attack_of_the_lederhosen_zombies,37.0,55.0,78.0,"Horror, Comedy",2
attack_on_finland,0.0,46.0,115.0,"Action, Mystery & thriller",2
attack_on_titan_part_1,34.0,47.0,90.0,"Action, Adventure, Fantasy",2
attack_on_titan_part_2,36.0,50.0,90.0,"Action, Adventure, Fantasy",2
attack_part_1,83.0,50.0,130.0,"Sci-fi, Mystery & thriller, Action",1
attack_the_block,75.0,90.0,88.0,"Action, Comedy, Sci-fi",0
attacking_the_devil_harold_evans_and_the_last_nazi_war_crime,88.0,100.0,99.0,Documentary,0
attenberg_2010,53.0,78.0,95.0,Drama,0
attica_2021,84.0,100.0,116.0,"Documentary, History",1
atticus_institute,28.0,57.0,82.0,"Horror, Mystery & thriller",2
attila_marcel,57.0,79.0,106.0,Comedy,0
attraction,13.0,0.0,95.0,Mystery & thriller,2
attraction_2017,49.0,36.0,137.0,"Sci-fi, Drama",2
au_bout_du_conte,36.0,64.0,112.0,Comedy,2
au_hasard_balthazar,86.0,100.0,90.0,Drama,0
au_revoir_les_enfants,93.0,97.0,104.0,Drama,0
audience-of-one,78.0,82.0,88.0,Documentary,0
audition_1999,80.0,83.0,115.0,Horror,1
audrey_2020,69.0,80.0,90.0,Documentary,0
audrey_hepburn_story,48.0,20.0,133.0,Biography,2
audrey_rose,43.0,55.0,113.0,Horror,2
audrie_and_daisy,73.0,81.0,90.0,Documentary,0
auggie,71.0,82.0,81.0,"Drama, Sci-fi",0
auggie_rose,46.0,54.0,109.0,"Drama, Mystery & thriller",2
august,23.0,36.0,88.0,Drama,2
august_at_akikos,80.0,100.0,75.0,Drama,0
august_evening,73.0,92.0,127.0,Drama,1
august_osage_county,65.0,67.0,119.0,"Comedy, Drama",1
august_rush,82.0,37.0,113.0,"Kids & family, Drama, Adventure, Musical, Fantasy",1
augustine_2012,52.0,76.0,101.0,Drama,0
auntie_mame,93.0,88.0,143.0,Comedy,1
aurangzeb_2013,44.0,40.0,137.0,"Crime, Drama",2
aurora_2011,58.0,77.0,181.0,Drama,1
aurora_2019,67.0,100.0,106.0,"Comedy, Drama",0
aurora_borealis,64.0,68.0,110.0,Drama,0
austenland_2013,54.0,32.0,96.0,"Romance, Comedy",2
austin_found,77.0,21.0,104.0,Comedy,2
austin_powers_in_goldmember,44.0,53.0,94.0,Comedy,2
austin_powers_international_man_of_mystery,77.0,73.0,89.0,Comedy,0
austin_powers_the_spy_who_shagged_me,71.0,53.0,95.0,Comedy,0
australia,65.0,54.0,165.0,"Adventure, Drama, Romance, War, Western",1
australia_land_beyond_time,43.0,86.0,39.0,Documentary,0
author_author,48.0,50.0,110.0,Comedy,2
author_the_jt_leroy_story,62.0,77.0,110.0,"Documentary, Biography",0
authors_anonymous,15.0,7.0,95.0,Comedy,2
auto_focus,61.0,71.0,104.0,"Biography, Drama",0
autobiography_of_miss_jane_pittman,86.0,89.0,110.0,Drama,0
autoerotic,15.0,30.0,72.0,"Comedy, Drama, Romance",2
autoluminescent_rowland_s_howard,92.0,100.0,110.0,"Documentary, Music",0
automata,30.0,31.0,109.0,"Sci-fi, Mystery & thriller",2
automaton_transfusion,24.0,38.0,80.0,"Action, Horror",2
automatons,50.0,63.0,83.0,Horror,2
autoreiji_biyondo_2011,64.0,80.0,109.0,"Action, Crime, Drama",0
autumn_2006,36.0,24.0,110.0,Drama,2
autumn_in_new_york,54.0,19.0,103.0,"Romance, Drama",2
autumn_leaves,62.0,91.0,108.0,Drama,0
autumn_lights,82.0,14.0,98.0,"Drama, Mystery & thriller",2
autumn_sonata,92.0,87.0,97.0,Drama,0
autumn_spring,83.0,97.0,97.0,Comedy,0
autumn_tale,85.0,94.0,112.0,Romance,0
ava,68.0,84.0,105.0,Drama,0
ava_2018,62.0,97.0,102.0,Drama,0
ava_2020_2,28.0,20.0,97.0,"Action, Mystery & thriller",2
ava_a_twist_in_the_road,93.0,100.0,74.0,Drama,0
avalon,73.0,80.0,106.0,Sci-fi,0
avanti,76.0,78.0,144.0,Comedy,1
avas_possessions,41.0,69.0,89.0,"Horror, Comedy",2
avatar,82.0,82.0,155.0,"Sci-fi, Adventure, Action, Fantasy",1
avatar_the_way_of_water,92.0,76.0,192.0,"Sci-fi, Adventure, Action, Fantasy",1
avenged,39.0,88.0,91.0,"Horror, Action",0
avengement,72.0,84.0,87.0,Action,0
avengers_age_of_ultron,82.0,76.0,141.0,"Action, Adventure, Fantasy, Sci-fi",1
avengers_endgame,90.0,94.0,181.0,"Action, Adventure, Fantasy, Sci-fi",1
avengers_infinity_war,92.0,85.0,149.0,"Action, Adventure, Fantasy, Sci-fi",1
avenue_montaigne,70.0,74.0,105.0,Comedy,0
aviator,79.0,86.0,166.0,"Biography, History, Drama",1
avicii_true_stories,96.0,83.0,97.0,"Documentary, Music",0
aviva,98.0,79.0,116.0,"Drama, Romance",1
avp2,30.0,12.0,94.0,"Sci-fi, Horror, Mystery & thriller, Action",2
await_further_instructions,28.0,81.0,91.0,"Horror, Mystery & thriller",2
awake,54.0,23.0,84.0,Mystery & thriller,2
awake_2021,27.0,24.0,96.0,"Mystery & thriller, Sci-fi",2
awake_the_life_of_yogananda,70.0,64.0,87.0,Documentary,0
awakening_the_zodiac,33.0,42.0,100.0,Mystery & thriller,2
aware_glimpses_of_consciousness,86.0,100.0,102.0,Documentary,0
away_2015,69.0,60.0,105.0,Drama,0
away_from_her,81.0,94.0,109.0,Drama,0
away_we_go,74.0,67.0,97.0,"Comedy, Drama",0
awaydays,32.0,39.0,104.0,Drama,2
awe,91.0,100.0,115.0,"Sci-fi, Mystery & thriller",1
awesome_i_f_shot_that,79.0,76.0,89.0,"Documentary, Music",0
awful_nice_2013,36.0,22.0,88.0,Comedy,2
awful_truth,87.0,90.0,92.0,Comedy,0
awfully_big_adventure,56.0,40.0,113.0,Drama,2
awol_2017,57.0,93.0,85.0,"Drama, Romance, Lgbtq+",0
axl,58.0,25.0,98.0,"Sci-fi, Adventure, Action",2
axolotl_overkill,14.0,67.0,94.0,"Comedy, Drama",2
ayn_rand_a_sense_of_life,67.0,50.0,145.0,Documentary,1
ayurveda_the_art_of_being,79.0,57.0,102.0,Documentary,0
azhar,47.0,22.0,130.0,"Biography, Drama",2
aziz_ansari_buried_alive,60.0,100.0,79.0,"Comedy, Stand-up",0
aziz_ansari_nightclub_comedian,45.0,80.0,29.0,"Comedy, Stand-up",0
azor,60.0,98.0,100.0,"Drama, Mystery & thriller",0
azumi2003,81.0,47.0,128.0,Action,1
azur-et-asmar-azur-and-asmar-the-princes-quest,82.0,81.0,98.0,"Kids & family, Adventure, Animation",0
b_monkey,54.0,60.0,90.0,Mystery & thriller,2
baad_el_mawkeaa_2012,42.0,27.0,116.0,"History, Drama",2
baadasssss,84.0,91.0,108.0,Drama,0
baader_meinhof_complex,80.0,85.0,150.0,"Biography, Crime, Drama, History",1
baadshaho,39.0,0.0,136.0,"Action, Mystery & thriller, History, Drama, Adventure",2
baaghi_2,57.0,36.0,137.0,Action,1
baaghi_2016,47.0,30.0,156.0,"Action, Romance",1
baaghi_3,67.0,0.0,143.0,Action,1
baahubali_2_the_conclusion,86.0,87.0,165.0,"Action, Adventure, Drama, Fantasy",1
baahubali_the_beginning,86.0,90.0,159.0,"Adventure, Action, Drama",1
baar_baar_dekho,49.0,38.0,141.0,"Action, Comedy, Drama, Musical, Romance",1
baaria---la-porta-del-vento,50.0,55.0,150.0,"Biography, Comedy, Drama, History, War",1
baazaar,58.0,27.0,140.0,"Crime, Drama, Mystery & thriller",1
babaziz_the_prince_who_contemplated_his_own_soul,89.0,58.0,96.0,Drama,0
babe_pig_in_the_city,41.0,65.0,97.0,"Kids & family, Comedy, Drama, Fantasy",2
babel,77.0,69.0,142.0,Drama,1
babes_in_arms,70.0,90.0,94.0,Musical,0
babettes_feast,91.0,97.0,102.0,"Comedy, Drama",0
babumoshai_bandookbaaz,75.0,40.0,180.0,Action,1
baby_assassins,91.0,100.0,95.0,"Action, Comedy, Drama, Mystery & thriller",0
baby_boom,62.0,70.0,111.0,Comedy,0
baby_boy,87.0,71.0,129.0,Drama,1
baby_doll,81.0,83.0,114.0,Drama,1
baby_done,40.0,93.0,91.0,Comedy,0
baby_driver,86.0,92.0,113.0,"Action, Mystery & thriller",0
baby_face,81.0,100.0,71.0,Drama,0
baby_frankenstein,86.0,83.0,83.0,"Comedy, Drama, Fantasy, Sci-fi",0
baby_geniuses,24.0,2.0,94.0,"Kids & family, Comedy",2
baby_god,41.0,80.0,78.0,Documentary,0
baby_its_you,71.0,94.0,105.0,"Comedy, Drama",0
baby_mama,55.0,63.0,99.0,Comedy,0
baby_money,77.0,75.0,94.0,"Crime, Drama, Mystery & thriller",0
baby_of_macon,81.0,38.0,122.0,"Drama, History",1
baby_peggy_the_elephant_in_the_room,78.0,100.0,58.0,Documentary,0
baby_secret_of_the_lost_legend,38.0,12.0,95.0,"Kids & family, Fantasy, Adventure",2
baby_the_rain_must_fall,40.0,60.0,100.0,Drama,2
babylon,45.0,100.0,95.0,Drama,0
babylon_2022,52.0,56.0,189.0,"Comedy, Drama",1
babylon_ad,26.0,7.0,90.0,"Sci-fi, Action, Adventure, Mystery & thriller",2
babys_day_out,52.0,19.0,98.0,"Kids & family, Comedy",2
babysitters,30.0,33.0,90.0,Drama,2
babysitters_club_the_movie,47.0,67.0,94.0,"Kids & family, Drama",2
babysplitters,86.0,69.0,119.0,Comedy,1
babyteeth,84.0,94.0,117.0,"Comedy, Drama",1
bachelor_mother,88.0,100.0,81.0,"Romance, Comedy",0
bachelorette,34.0,57.0,93.0,Comedy,2
bachna_ae_haseeno,55.0,63.0,152.0,Romance,1
back-to-school,68.0,86.0,96.0,Comedy,0
back_girl_1966,76.0,97.0,60.0,Drama,0
back_in_the_day,47.0,11.0,93.0,Comedy,2
back_of_the_net,33.0,50.0,98.0,"Kids & family, Comedy",2
back_on_board_greg_louganis,88.0,89.0,88.0,"Documentary, Biography",0
back_roads_2018,98.0,53.0,101.0,"Mystery & thriller, Drama",0
back_to_1942,62.0,36.0,146.0,"History, Drama",1
back_to_bataan,63.0,86.0,97.0,War,0
back_to_burgundy,63.0,73.0,113.0,"Comedy, Drama",1
back_to_the_beach,63.0,76.0,92.0,Comedy,0
back_to_the_drive_in,80.0,92.0,105.0,Documentary,0
back_to_the_future,94.0,97.0,116.0,"Comedy, Sci-fi, Fantasy, Adventure",1
back_to_the_future_2,85.0,63.0,107.0,"Comedy, Sci-fi, Fantasy, Adventure",0
back_to_the_future_3,78.0,80.0,118.0,"Comedy, Sci-fi, Western, Fantasy, Adventure",1
back_to_the_outback,70.0,82.0,92.0,"Kids & family, Comedy, Adventure, Animation",0
back_up_plan,46.0,17.0,104.0,"Romance, Comedy",2
backbeat,66.0,68.0,100.0,Drama,0
backcountry,53.0,92.0,92.0,"Drama, Mystery & thriller, Adventure",0
backdraft,75.0,74.0,137.0,"Mystery & thriller, Drama",1
backdraft_2,16.0,40.0,102.0,"Action, Crime, Drama",2
backgammon_2015,60.0,0.0,89.0,Mystery & thriller,2
backseat,43.0,8.0,80.0,Comedy,2
backstabbing_for_beginners,49.0,38.0,108.0,"Mystery & thriller, Drama",2
backstreet_boys_show_em_what_youre_made_of,83.0,71.0,98.0,Documentary,0
backtrace,24.0,8.0,87.0,"Action, Mystery & thriller",2
backtrack_2016,31.0,29.0,90.0,Mystery & thriller,2
backwards,52.0,28.0,89.0,Drama,2
bacurau,84.0,93.0,131.0,"Mystery & thriller, Drama, Fantasy",1
bad-company1999,62.0,38.0,98.0,Drama,2
bad_25_2012,88.0,92.0,130.0,"Documentary, Music",1
bad_and_the_beautiful,86.0,79.0,118.0,Drama,1
bad_ass_2012,39.0,20.0,105.0,Action,2
bad_axe,100.0,96.0,102.0,Documentary,0
bad_behavior,40.0,100.0,100.0,Comedy,0
bad_blood_the_movie,81.0,100.0,80.0,Horror,0
bad_boy_bubby,88.0,100.0,112.0,"Comedy, Drama",0
bad_boys_1982,81.0,90.0,123.0,Drama,1
bad_boys_ii,78.0,23.0,146.0,"Action, Comedy",1
bad_candy,18.0,50.0,100.0,"Holiday, Horror, Mystery & thriller",2
bad_company_2002,35.0,10.0,116.0,"Action, Comedy",2
bad_cupid,62.0,75.0,81.0,"Comedy, Romance, Fantasy",0
bad_day_at_black_rock,87.0,97.0,81.0,"Crime, Drama",0
bad_day_for_the_cut,73.0,92.0,99.0,Mystery & thriller,0
bad_dreams,42.0,38.0,86.0,Horror,2
bad_education,86.0,88.0,104.0,"Drama, Crime, Lgbtq+",0
bad_education_2019,83.0,94.0,108.0,"Comedy, Drama",0
bad_fever,50.0,50.0,77.0,Drama,2
bad_genius,93.0,100.0,130.0,Mystery & thriller,1
bad_girl_2016,33.0,60.0,90.0,Drama,2
bad_hair,69.0,95.0,93.0,Drama,0
bad_hair_2020,40.0,63.0,102.0,"Horror, Comedy",2
bad_hurt,70.0,80.0,101.0,Drama,0
bad_influence,51.0,65.0,99.0,Mystery & thriller,2
bad_johnson,22.0,28.0,88.0,"Comedy, Fantasy",2
bad_kids_go_to_hell,36.0,44.0,91.0,"Comedy, Mystery & thriller",2
bad_kids_of_crestview_academy_2017,96.0,10.0,100.0,Mystery & thriller,2
bad_lieutenant,73.0,77.0,98.0,"Crime, Drama",0
bad_lieutenant_port_of_call_new_orleans,57.0,86.0,121.0,"Crime, Drama",1
bad_luck_banging_or_loony_porn,57.0,90.0,106.0,"Comedy, Drama",0
bad_lucky_goat,79.0,100.0,76.0,"Comedy, Drama",0
bad_manners_1998,40.0,85.0,88.0,"Comedy, Drama",0
bad_match,43.0,100.0,90.0,Mystery & thriller,0
bad_milo,42.0,57.0,83.0,"Comedy, Horror",2
bad_moms,63.0,58.0,101.0,Comedy,0
bad_moon,44.0,30.0,80.0,Horror,2
bad_news_bears,46.0,48.0,108.0,Comedy,2
bad_news_bears_go_to_japan,29.0,6.0,91.0,"Kids & family, Comedy",2
bad_news_bears_in_breaking_training,41.0,50.0,100.0,"Kids & family, Comedy",2
bad_rap,77.0,70.0,82.0,Documentary,0
bad_reputation_2018,84.0,79.0,95.0,"Documentary, Music",0
bad_ronald,56.0,60.0,74.0,Mystery & thriller,0
bad_samaritan,65.0,53.0,107.0,Mystery & thriller,0
bad_santa,75.0,78.0,93.0,"Holiday, Comedy, Crime, Drama",0
bad_santa_2,34.0,23.0,92.0,"Holiday, Comedy",2
bad_tales,60.0,47.0,98.0,Drama,2
bad_teacher,36.0,45.0,92.0,Comedy,2
bad_times_at_the_el_royale,74.0,74.0,141.0,"Mystery & thriller, Crime, Drama",1
bad_trip_2020,69.0,79.0,84.0,Comedy,0
bad_turn_worse,51.0,80.0,91.0,"Crime, Drama",0
bad_words,61.0,65.0,85.0,"Comedy, Drama",0
baden_baden,47.0,95.0,94.0,"Comedy, Drama",0
badge,38.0,33.0,103.0,"Mystery & thriller, Drama, Lgbtq+",2
badhaai_do,86.0,94.0,147.0,"Comedy, Drama",1
badhaai_ho,82.0,92.0,124.0,"Comedy, Drama",1
badla,76.0,63.0,121.0,Mystery & thriller,1
badland,45.0,50.0,117.0,Western,2
badlands,90.0,97.0,95.0,"Crime, Drama",0
badlapur,65.0,92.0,123.0,"Crime, Drama, Mystery & thriller, Action",1
badrinath_ki_dulhania,61.0,80.0,138.0,"Romance, Comedy, Drama",1
bag_it,81.0,100.0,79.0,"Documentary, Comedy, Drama",0
bagdad_cafe,88.0,85.0,92.0,Comedy,0
baggage_claim,48.0,15.0,96.0,"Romance, Comedy",2
baggio_the_divine_ponytail,57.0,60.0,92.0,"Biography, Drama",0
baghead,49.0,79.0,88.0,"Mystery & thriller, Comedy",0
bai_ri_yan_huo,60.0,96.0,106.0,"Crime, Drama, Mystery & thriller",0
bai_she_chuan_shuo_2013,49.0,27.0,100.0,"Action, Fantasy",2
baileys_billion,46.0,20.0,92.0,Comedy,2
baisemoi,37.0,22.0,76.0,Mystery & thriller,2
bait_2019,62.0,100.0,89.0,Drama,0
bait_3d,28.0,46.0,90.0,"Action, Horror, Mystery & thriller",2
baja_2018,97.0,43.0,106.0,Comedy,0
bajirao_mastani,73.0,65.0,158.0,"Romance, History, Drama, Action",1
bajrangi_bhaijaan,86.0,88.0,163.0,"Action, Adventure, Comedy, Drama",1
bakery_in_brooklyn,18.0,43.0,100.0,"Comedy, Drama",2
bala_2019,87.0,77.0,129.0,"Romance, Comedy",1
balada_triste_de_trompeta,64.0,76.0,107.0,"Comedy, Drama, War",0
balcony,43.0,60.0,84.0,Fantasy,2
balibo,80.0,100.0,111.0,"Drama, Mystery & thriller",0
ball_of_fire,89.0,100.0,111.0,Comedy,0
