id,audienceScore,tomatoMeter,runtimeMinutes,genre,kmeans_cluster
deceptive_practice_the_mysteries_and_mentors_of_ricky_jay,71.0,93.0,88.0,Documentary,0.0
decibel,77.0,,110.0,"Action, Drama",
decision_at_sundown,76.0,,77.0,Western,
decision_before_dawn,73.0,100.0,119.0,"Drama, War, Mystery & thriller",1.0
decision_to_leave,86.0,93.0,138.0,"Mystery & thriller, Crime, Drama, Romance",1.0
deck-the-halls-2005,31.0,,96.0,"Holiday, Comedy, Drama",
deck_the_halls,30.0,6.0,95.0,"Holiday, Comedy",2.0
declaration,,,107.0,Drama,
declaration_of_war,70.0,86.0,100.0,Drama,0.0
decline_of_western_civilization_pt_2_the_the_metal_years,77.0,91.0,93.0,Documentary,0.0
decoder_1984,50.0,,87.0,"Horror, Mystery & thriller, Sci-fi",
decoding_annie_parker,42.0,56.0,91.0,Drama,2.0
decoding_deepak_2012,59.0,55.0,83.0,Documentary,2.0
decomposition-of-the-soul,,73.0,82.0,Documentary,
deconstructing_dad_the_music_machines_and_mystery_of_raymond_scott,100.0,86.0,98.0,Documentary,0.0
deconstructing_harry,82.0,73.0,,,
deconstructing_karen,45.0,,75.0,Documentary,
decor,100.0,100.0,116.0,Drama,1.0
decoration_day,64.0,,96.0,Drama,
decoys,25.0,,99.0,"Comedy, Horror",
decoys-2-alien-seduction,23.0,,94.0,"Horror, Sci-fi",
deddo_sushi,51.0,100.0,91.0,"Comedy, Horror",0.0
dede_2017,50.0,100.0,97.0,Drama,0.0
dedh_ishqiya,75.0,80.0,148.0,"Comedy, Mystery & thriller",1.0
dedication,64.0,40.0,111.0,"Romance, Comedy",2.0
deemo_memorial_keys,,,90.0,"Fantasy, Anime",
deep-breath,86.0,75.0,77.0,Drama,0.0
deep-cover-checkmate,,,108.0,Action,
deep_2017,26.0,33.0,92.0,"Kids & family, Comedy, Adventure, Animation",2.0
deep_2021,29.0,,101.0,Mystery & thriller,
deep_blood_1990,,,90.0,"Adventure, Horror",
deep_blue_sea_2,12.0,0.0,,,
deep_blue_sea_3,45.0,71.0,99.0,"Action, Horror, Sci-fi",2.0
deep_blues,95.0,100.0,91.0,"Documentary, Music",0.0
deep_core,5.0,,90.0,Drama,
deep_crimson,80.0,80.0,110.0,"Crime, Drama",0.0
deep_dark,32.0,,79.0,"Fantasy, Horror",
deep_end,59.0,82.0,99.0,"Drama, Lgbtq+",0.0
deep_end-2008,0.0,,,,
deep_end_of_the_ocean,58.0,43.0,105.0,Drama,2.0
deep_fear,,92.0,80.0,Horror,
deep_gold,29.0,,,Action,
deep_impact,43.0,44.0,120.0,"Action, Adventure, Sci-fi",2.0
deep_in_my_heart,52.0,,132.0,Biography,
deep_in_the_darkness,14.0,,100.0,"Horror, Mystery & thriller",
deep_in_the_forest,,,81.0,"Mystery & thriller, Action",
deep_in_the_heart,66.0,,113.0,"Drama, Biography",
deep_in_the_heart_a_texas_wildlife_story,100.0,100.0,103.0,Documentary,0.0
deep_in_the_wood,40.0,,100.0,"Drama, Mystery & thriller",
deep_in_the_woods,26.0,,90.0,Horror,
deep_in_vogue,,100.0,62.0,"Documentary, Gay & lesbian",
deep_purple_in_concert_with_the_london_symphony_orchestra,,,,,
deep_red,29.0,,85.0,Sci-fi,
deep_red_1975,86.0,93.0,126.0,"Horror, Mystery & thriller",1.0
deep_rising,43.0,32.0,106.0,"Horror, Mystery & thriller, Action",2.0
deep_rivers,,,,,
deep_sea_3d,79.0,91.0,40.0,Documentary,0.0
deep_sleep_2013,100.0,,,,
deep_space,19.0,,90.0,Sci-fi,
deep_time_2016,,,89.0,Documentary,
deep_valley,71.0,,104.0,Drama,
deep_water,,,95.0,Action,
deep_water_2022,24.0,36.0,116.0,"Mystery & thriller, Drama",2.0
deep_waters_1948,,,85.0,Drama,
deep_web,71.0,79.0,90.0,Documentary,0.0
deep_winter,46.0,,96.0,"Action, Adventure, Mystery & thriller",
deeper_than_y,,100.0,,,
deeply,59.0,20.0,100.0,Drama,2.0
deepsea_challenge_3d,51.0,67.0,85.0,Documentary,0.0
deepsouth,,,72.0,Documentary,
deepstar-six,25.0,15.0,100.0,Horror,2.0
deepwater,33.0,,93.0,Mystery & thriller,
deepwater_horizon,82.0,82.0,107.0,"Mystery & thriller, Action, Drama",0.0
deerfoot_of_the_diamond,,,,"Documentary, Short, Sports",
deerskin,68.0,88.0,77.0,Comedy,0.0
deewaar_1975,84.0,,168.0,"Crime, Drama, Action",
def_by_temptation,40.0,75.0,95.0,Horror,2.0
def_comedy_jam_25,52.0,,,,
defamation,75.0,85.0,91.0,Documentary,0.0
default,33.0,33.0,90.0,Mystery & thriller,2.0
default_2018,73.0,78.0,114.0,Drama,1.0
defcon_4,20.0,,88.0,Sci-fi,
defective,11.0,,101.0,"Sci-fi, Action, Mystery & thriller",
defend_conserve_protect,,,88.0,Documentary,
defender-1957,,,,,
defending_your_life,83.0,98.0,112.0,Comedy,0.0
defendor,58.0,75.0,95.0,"Comedy, Drama",0.0
defense_of_the_realm,69.0,100.0,96.0,Mystery & thriller,0.0
defenseless,42.0,,106.0,Mystery & thriller,
defiance_2008,72.0,59.0,136.0,"History, Drama, War",1.0
defiant_lives,,,90.0,"Documentary, History, Drama",
defiant_ones,88.0,91.0,97.0,Drama,0.0
defiant_requiem_2012,100.0,,85.0,Documentary,
deficit,67.0,,79.0,Drama,
defining_hope,100.0,,76.0,Documentary,
defining_moments,60.0,,88.0,"Comedy, Drama",
definition_please,77.0,95.0,91.0,"Comedy, Drama",0.0
deforce_2012,,,98.0,Documentary,
defying_the_nazis_the_sharps_war_2016,73.0,100.0,75.0,Documentary,0.0
dehesa,,,94.0,Documentary,
deidra_and_laney_rob_a_train,55.0,92.0,80.0,"Comedy, Crime, Drama",0.0
deja_vu,73.0,56.0,128.0,"Mystery & thriller, Sci-fi, Action",1.0
deja_vu_1985,20.0,,90.0,Mystery & thriller,
dekalb_elementary,82.0,92.0,21.0,Drama,0.0
dekh-re-dekh,,,110.0,Drama,
dekh_magar_pyaar_say,,,107.0,"Romance, Comedy",
dekigokoro,73.0,,101.0,"Comedy, Drama",
del-amor-y-otros-demonios,56.0,,95.0,Drama,
del_lado_del_verano,,,100.0,Comedy,
dela_i_lyudi_2011,,,,,
delaware_shore,100.0,,,,
delbaran,,60.0,97.0,Drama,
delete_history,,80.0,110.0,"Comedy, Drama",
deleter,83.0,,93.0,"Horror, Mystery & thriller, Sci-fi",
delfin,,,,,
delgo,26.0,11.0,90.0,"Kids & family, Adventure, Comedy, Fantasy, Romance, Animation",2.0
delhi-6,41.0,36.0,141.0,"Comedy, Drama",2.0
delhi_belly_2011,82.0,89.0,103.0,"Action, Comedy",0.0
delhi_in_a_day,57.0,,,"Comedy, Drama",
delhi_safari_2012,36.0,20.0,96.0,"Kids & family, Comedy, Adventure, Animation",2.0
delhii-heights,12.0,,,,
deli_man,66.0,82.0,91.0,Documentary,0.0
delia_derbyshire,,91.0,98.0,Documentary,
delias_gone,83.0,31.0,90.0,"Mystery & thriller, Crime, Drama",0.0
delibab,33.0,,110.0,Drama,
delicacy_of_despair,,,,,
delicate_art_of_parking,62.0,78.0,90.0,Comedy,0.0
delicate_art_of_the_rifle,,,94.0,Drama,
delicate_balance,60.0,67.0,132.0,Drama,1.0
delicate_delinquent,54.0,,100.0,"Comedy, Drama",
delicate_state,100.0,,89.0,Drama,
delicatessen,91.0,89.0,98.0,Sci-fi,0.0
delicious_2021,95.0,100.0,112.0,"Comedy, History, Drama",0.0
delight,,17.0,100.0,"Drama, Romance",
delinquent,,80.0,86.0,Drama,
delinquents,25.0,,75.0,"Crime, Drama",
deliria-bloody-birdsound-stage-massacrestage-fright,60.0,90.0,90.0,Horror,0.0
delirious,39.0,29.0,96.0,Comedy,2.0
delirium_2017,52.0,0.0,96.0,"Horror, Mystery & thriller",2.0
delirium_2018,36.0,0.0,88.0,"Horror, Mystery & thriller",2.0
delirium_photos_of_gioia,31.0,,,,
delitto-damore,100.0,,106.0,Drama,
deliver-us-from-evil-2009,61.0,,100.0,Mystery & thriller,
deliver_by_christmas,,,84.0,"Holiday, Romance",
deliver_them_from_evil_the_taking_of_alta_view,,,96.0,Drama,
deliver_us,,82.0,89.0,Documentary,
deliver_us_from_eva,76.0,43.0,101.0,"Romance, Comedy, Drama",0.0
deliver_us_from_evil,89.0,100.0,103.0,"Documentary, Crime, Drama",0.0
deliver_us_from_evil_2014,42.0,29.0,117.0,"Horror, Mystery & thriller",2.0
deliver_us_from_evil_2020,78.0,94.0,108.0,Drama,0.0
deliverance,82.0,89.0,109.0,"Adventure, Drama",0.0
deliverance_1919,,88.0,,"Biography, Drama",
deliverance_creek,30.0,50.0,90.0,"History, Drama",2.0
delivery,,,,,
delivery-2006,0.0,,,,
delivery_2007,28.0,,95.0,Horror,
delivery_2014,,,92.0,"Drama, Comedy",
delivery_by_christmas,,,97.0,"Holiday, Romance, Comedy",
delivery_man,47.0,40.0,105.0,Comedy,2.0
delivery_method,,60.0,,,
delivery_the_beast_within,31.0,71.0,87.0,"Horror, Mystery & thriller",2.0
dellarte_della_guerra_2013,,,86.0,Documentary,
delovely,65.0,48.0,125.0,"Musical, Biography, Drama, Lgbtq+",1.0
delta_2017,,,82.0,Documentary,
delta_farce,38.0,5.0,90.0,Comedy,2.0
delta_force_2,40.0,11.0,110.0,Action,2.0
delta_of_venus,50.0,0.0,102.0,Drama,2.0
delta_space_mission,,,68.0,"Sci-fi, Animation",
deluge_1933,25.0,,68.0,Sci-fi,
delusion_2016,,,85.0,"Drama, Horror, Mystery & thriller",
delusions_of_grandeur_2012,,,101.0,Drama,
delusions_of_guinevere,67.0,,94.0,Comedy,
deluxe_combo_platter,,,102.0,"Romance, Comedy",
delwende,,,,,
demain_2012,,,100.0,Drama,
demandez_la_permission_aux_enfants,31.0,,95.0,Comedy,
dementamania,68.0,,85.0,"Horror, Mystery & thriller",
dementer,0.0,83.0,80.0,Horror,2.0
dementia_13,35.0,69.0,81.0,"Horror, Mystery & thriller",2.0
dementia_13_2017,47.0,,83.0,"Horror, Mystery & thriller",
dementia_part_ii,,80.0,67.0,"Horror, Mystery & thriller",
demetri_martin_live_at_the_time,,,61.0,"Stand-up, Comedy",
demetri_martin_the_overthinker,88.0,,56.0,"Stand-up, Comedy",
demetrius_and_the_gladiators,66.0,75.0,101.0,"History, Drama",0.0
demi_lovato_simply_complicated,85.0,,,,
demi_soeur,25.0,57.0,86.0,"Comedy, Drama",2.0
demi_tarif,,,,,
demigod,85.0,63.0,95.0,"Horror, Mystery & thriller",0.0
demigod_the_legend_begins,,,103.0,"Action, Adventure, Animation, Fantasy",
democracy_at_work,60.0,,90.0,Comedy,
democracy_through_the_looking_glass,100.0,,93.0,"Horror, Mystery & thriller",
democrats,68.0,100.0,100.0,Documentary,0.0
demolition_2016,54.0,54.0,101.0,"Comedy, Drama",2.0
demolition_high,35.0,,85.0,Action,
demolition_man,66.0,62.0,114.0,"Sci-fi, Action",1.0
demolitionist,57.0,17.0,100.0,Sci-fi,2.0
demon-city-shinjuku,56.0,,82.0,"Sci-fi, Animation",
demon_2016,54.0,92.0,94.0,"Horror, Mystery & thriller",0.0
demon_barber_of_fleet_street,65.0,,66.0,Horror,
demon_house_2018,59.0,57.0,111.0,"Documentary, Horror",2.0
demon_hunter,25.0,,78.0,Horror,
demon_hunter_2016,25.0,,85.0,"Action, Fantasy, Horror",
demon_hunting,,,,,
demon_in_the_white_house,,,85.0,"Documentary, Mystery & thriller",
demon_lust-1997,,,120.0,Mystery & thriller,
demon_of_paradise,8.0,,84.0,Horror,
demon_slayer,33.0,,85.0,Horror,
demon_slayer_kimetsu_no_yaiba_the_movie_mugen_train,99.0,98.0,117.0,"Fantasy, Adventure, Action, Anime",1.0
demon_slayer_kimetsu_no_yaiba_to_the_swordsmith_village,67.0,83.0,110.0,"Fantasy, Adventure, Action, Anime",0.0
demon_squad_2019,,,97.0,"Horror, Adventure, Fantasy",
demon_summer,17.0,,80.0,Horror,
demon_wind,22.0,,97.0,Horror,
demoness,,,78.0,"Horror, Mystery & thriller",
demoniacs,30.0,,95.0,Horror,
demonic_2014,22.0,33.0,83.0,"Horror, Mystery & thriller",2.0
demonic_2021,19.0,13.0,105.0,"Sci-fi, Mystery & thriller, Horror",2.0
demonic_toys,29.0,,86.0,Horror,
demonic_toys_2,13.0,,90.0,Horror,
demonios_tus_ojos,17.0,,87.0,"Mystery & thriller, Crime, Drama, Horror",
demonlover,40.0,53.0,130.0,Mystery & thriller,2.0
demonoid,26.0,,85.0,Horror,
demons_1985,65.0,64.0,90.0,Horror,0.0
demons_2017,61.0,33.0,105.0,Horror,2.0
demons_2019,,,84.0,"Horror, Comedy",
demons_2_the_nightmare_returns,44.0,67.0,,,
demons_at_dawn,,,80.0,Horror,
demons_at_the_door,27.0,,85.0,"Action, Comedy, Horror",
demons_in_paradise,,,94.0,Documentary,
demons_in_the_garden,,,101.0,"Comedy, Drama",
demons_inside_me,,,76.0,"Horror, Mystery & thriller",
demons_never_die_2011,60.0,13.0,93.0,Horror,2.0
demons_of_ludlow,11.0,,94.0,Horror,
demons_of_the_mind_2003,33.0,,89.0,Horror,
demonsamongus,,,,,
demoted,23.0,,94.0,Comedy,
dempsey,40.0,,150.0,Biography,
den_brother,53.0,,90.0,"Kids & family, Comedy",
den_du_frygter,60.0,71.0,95.0,Drama,0.0
den_of_lions,2.0,0.0,103.0,Mystery & thriller,2.0
den_of_thieves,62.0,41.0,140.0,"Crime, Drama, Mystery & thriller, Action",1.0
den_rode_kappe,,,90.0,"Crime, Drama",
den_tredje_vagen,61.0,,115.0,"Action, Mystery & thriller",
denchu-kozo-no-boken,80.0,,47.0,"Sci-fi, Comedy, Horror",
dene_wos_guet_geit,,80.0,71.0,Drama,
denial_2016,71.0,82.0,110.0,Drama,0.0
denis-leary-no-cure-for-cancer,84.0,,,,
denise_calls_up,56.0,74.0,80.0,Comedy,0.0
denise_ho_becoming_the_song,,90.0,83.0,"Documentary, Music, Lgbtq+",
dennis_and_lois,,,85.0,"Documentary, Music, Biography",
dennis_miller_fake_news_real_jokes,,,,,
dennis_miller_live_from_washington_dc,,,,,
dennis_miller_the_raw_feed,38.0,,,,
dennis_rodmans_big_bang_in_pyongyang,43.0,,93.0,Documentary,
dennis_skinner_nature_of_the_beast,,89.0,102.0,"Documentary, Biography",
dennis_the_menace,38.0,27.0,96.0,"Kids & family, Comedy",2.0
dennis_the_menace_strikes_again,24.0,,75.0,"Kids & family, Comedy",
dennis_viollet_a_united_man,,,,,
dentist_2_the_brace_yourself,23.0,0.0,99.0,Horror,2.0
deny_everything,,,,,
deodato_holocaust,,,,,
deon_cole_cole_hearted,,,,Stand-up,
deool,,,135.0,Drama,
departed,94.0,91.0,152.0,"Crime, Drama, Mystery & thriller",1.0
department,12.0,,141.0,"Action, Crime, Drama",
departure_2015,59.0,87.0,109.0,"Drama, Lgbtq+",0.0
depeche_mode_spirits_in_the_forest,100.0,100.0,95.0,"Documentary, Music",0.0
dependents_day,88.0,,89.0,"Comedy, Romance",
deported,,,80.0,"Crime, Drama",
depositarios,,,110.0,"Sci-fi, Mystery & thriller",
depraved,47.0,84.0,114.0,"Horror, Mystery & thriller",0.0
deprisa_deprisa,63.0,,90.0,Drama,
deprivation,,,78.0,"Drama, Mystery & thriller",
deprogrammed,29.0,,85.0,Documentary,
depth_of_pyaar,99.0,,93.0,"Drama, Crime",
depth_two,,,80.0,Documentary,
deputat-baltiki-baltic-deputy,,,107.0,"History, Drama, Biography",
der-januskopf-dr-jekyll-and-mr-hyde-the-head-of-janus,,,97.0,Action,
der-todesking-the-death-king,69.0,,76.0,"Drama, Horror",
der-zinker-the-squeaker,78.0,,95.0,"Mystery & thriller, Crime, Drama, Horror",
der_bomberpilot_2010,,,,,
der_bunker,61.0,100.0,85.0,"Comedy, Drama, Horror",0.0
der_ewige_jude_1940,32.0,,,,
der_fussganger_1973,17.0,,92.0,Drama,
der_geilste_tag,57.0,,,,
der_grosse_ausverkauf,91.0,,,,
der_grosse_kater,,,,,
der_kreis,77.0,100.0,102.0,"Drama, Romance, Lgbtq+",0.0
der_lachende_mann_bekenntnisse_eines_morders,,,,,
der_letzte_mentsch,,,93.0,Drama,
der_nachtmahr,55.0,50.0,88.0,"Mystery & thriller, Drama, Horror",2.0
der_samurai,52.0,100.0,80.0,"Fantasy, Horror, Mystery & thriller",0.0
der_scharlachrote_buchstabe,27.0,,94.0,Drama,
der_tunnel_2001,91.0,83.0,160.0,Drama,1.0
der_turm_2014,,17.0,120.0,"History, Drama",
derailed,58.0,21.0,107.0,"Mystery & thriller, Drama",2.0
derailed_2016,,,107.0,Action,
derailroaded,84.0,82.0,,,
deranged_2012,55.0,60.0,109.0,"Drama, Mystery & thriller",2.0
deranged_2012_2,25.0,,82.0,Mystery & thriller,
deray_davis_how_to_act_black,76.0,,,,
derby,,,91.0,Drama,
derby_crazy_love,,,65.0,Documentary,
derby_stallion,65.0,,99.0,Drama,
derek,67.0,88.0,76.0,Documentary,0.0
derek_delgaudios_in_and_of_itself,89.0,100.0,90.0,Documentary,0.0
derek_is_funny,,,91.0,Comedy,
derelicts_2017,,,70.0,"Holiday, Horror",
dernier_etage_gauche_gauche_2010,50.0,,,,
derren_brown_sacrifice,71.0,,,,
derrida,58.0,82.0,85.0,Documentary,0.0
dersu_uzala,94.0,75.0,140.0,"Adventure, Drama",1.0
des_etoiles,,,,,
des_gens_qui_sembrassent,12.0,,100.0,"Romance, Comedy",
des_hommes,,,101.0,"Drama, War",
des_jeunes_gens_modernes,,,,"Fantasy, Musical, Drama",
descendant_2022,61.0,100.0,109.0,Documentary,0.0
descendants_2,70.0,71.0,111.0,"Kids & family, Comedy, Action, Adventure, Fantasy",0.0
descendants_2015,66.0,90.0,112.0,"Kids & family, Comedy, Action, Adventure, Fantasy",0.0
descendants_3_2019,64.0,78.0,106.0,"Kids & family, Adventure",0.0
descent,76.0,86.0,99.0,"Horror, Mystery & thriller",0.0
descent_2020,,,60.0,"Adventure, Biography, Documentary",
descent_into_the_maelstrom_2019,,,110.0,"Documentary, Music",
desecrated,0.0,,106.0,Mystery & thriller,
desecration_1999,52.0,,88.0,"Horror, Mystery & thriller",
desengagement-disengagement,29.0,,115.0,Drama,
deseret,14.0,,80.0,Documentary,
desert-command,43.0,,75.0,Adventure,
desert-dream-hyazgar,57.0,,,,
desert-fury,64.0,67.0,95.0,Western,0.0
desert-victory,,,60.0,Documentary,
desert_bayou,59.0,78.0,71.0,Documentary,0.0
desert_bloom,69.0,69.0,106.0,Drama,0.0
desert_blue,47.0,37.0,90.0,Drama,2.0
desert_cry,,,93.0,Drama,
desert_dancer,61.0,32.0,104.0,Drama,2.0
desert_fox,62.0,71.0,88.0,"War, Drama",0.0
desert_hearts,77.0,90.0,96.0,Romance,0.0
desert_heat,35.0,0.0,95.0,Action,2.0
desert_nights,80.0,,72.0,Drama,
desert_one,91.0,88.0,107.0,Documentary,0.0
desert_rats,71.0,100.0,88.0,War,0.0
desert_riders_2012,,86.0,78.0,"Documentary, Drama, History",
desert_runners_2013,85.0,,99.0,"Documentary, Adventure, Drama",
desert_saints,55.0,29.0,90.0,Mystery & thriller,2.0
desert_son_2010,,,90.0,Drama,
desert_trail,23.0,,54.0,Western,
desert_winds,,22.0,95.0,Drama,
deserted,25.0,,92.0,"Drama, Mystery & thriller",
deserter,,,99.0,Western,
deserto_azul,,,94.0,"Romance, Sci-fi",
desi_boyz,42.0,,121.0,"Comedy, Drama",
desierto_2016,46.0,63.0,90.0,"Mystery & thriller, Action, Drama",2.0
design,,,,,
design_canada,,,80.0,Documentary,
design_for_living,80.0,76.0,90.0,"Romance, Comedy",0.0
design_for_scandal,,,85.0,"Romance, Comedy",
design_is_one_the_vignellis,72.0,50.0,80.0,Documentary,0.0
designated_mourner,73.0,65.0,94.0,Drama,0.0
designing_woman,68.0,82.0,118.0,Comedy,1.0
desir,,,,,
desirable,,,68.0,Drama,
desire_1936,77.0,100.0,89.0,Romance,0.0
desire_for_beauty_2013,100.0,,90.0,Documentary,
desire_in_the_dust,,,102.0,Drama,
desire_of_the_everlasting_hills,,,,,
desire_under_the_elms,60.0,,114.0,Drama,
desiree,68.0,20.0,110.0,"History, Drama",2.0
desk_set,83.0,100.0,103.0,"Romance, Comedy",0.0
desolate,,,77.0,"Drama, Sci-fi, Mystery & thriller",
desolate_2018,,,86.0,Drama,
desolation,19.0,58.0,78.0,"Drama, Mystery & thriller",2.0
desolation_2018,65.0,44.0,90.0,Mystery & thriller,2.0
desolation_center,,100.0,94.0,"Documentary, Music",
desolation_sound,38.0,,100.0,Drama,
despair,76.0,65.0,119.0,"Comedy, Drama",1.0
desperado,79.0,67.0,103.0,Action,0.0
desperadoes,50.0,80.0,85.0,Western,0.0
desperados,33.0,,90.0,Western,
desperados_2020,31.0,15.0,105.0,"Romance, Comedy",2.0
desperate,63.0,100.0,73.0,"Crime, Drama",0.0
desperate_acts_of_magic_2013,70.0,60.0,86.0,Comedy,0.0
desperate_cargo,,,67.0,Adventure,
desperate_characters,40.0,,91.0,Drama,
desperate_choices_to_save_my_child,,,100.0,Drama,
desperate_endeavors_2012,85.0,,110.0,"Comedy, Drama",
desperate_journey,69.0,67.0,107.0,War,0.0
desperate_living,80.0,70.0,90.0,"Comedy, Drama",0.0
desperate_measures,37.0,19.0,100.0,Mystery & thriller,2.0
desperate_passage_fatherson,,,,,
desperate_remedies,71.0,40.0,93.0,"Drama, Lgbtq+",2.0
desperate_romantics,61.0,,,,
desperate_search,,,73.0,Adventure,
desperate_souls_dark_city_and_the_legend_of_midnight_cowboy,,100.0,101.0,Documentary,
desperate_trail,48.0,,93.0,Western,
desperately_seeking_susan,62.0,84.0,104.0,Comedy,0.0
despertar_awaken,,,,,
despicable_dick_and_righteous_richard,80.0,,79.0,Documentary,
despicable_me,83.0,80.0,95.0,"Kids & family, Comedy, Adventure, Animation",0.0
despicable_me_2,85.0,75.0,98.0,"Kids & family, Comedy, Adventure, Animation",0.0
despicable_me_3,53.0,59.0,90.0,"Kids & family, Comedy, Adventure, Animation",2.0
despido_procedente,29.0,,86.0,Comedy,
despite_the_falling_snow,45.0,9.0,93.0,"Romance, Mystery & thriller",2.0
despite_the_gods,83.0,67.0,85.0,Documentary,0.0
despite_the_night,,,150.0,Drama,
destination_gobi,36.0,,89.0,War,
destination_marfa,74.0,,97.0,"Sci-fi, Mystery & thriller",
destination_moon,47.0,67.0,91.0,Sci-fi,2.0
destination_murder,25.0,,72.0,"Crime, Drama",
destination_nightmare,,,100.0,Horror,
destination_planet_negro,,,100.0,Comedy,
destination_tokyo,65.0,67.0,135.0,War,1.0
destination_unknown_2016,,100.0,81.0,Documentary,
destination_wedding,57.0,51.0,86.0,"Romance, Comedy",2.0
destined,75.0,29.0,92.0,Drama,2.0
destino_2004,90.0,100.0,,,
destiny_1924,88.0,90.0,98.0,"Fantasy, Drama",0.0
destiny_1998,79.0,80.0,135.0,"History, Drama",1.0
destiny_the_tale_of_kamakura,81.0,100.0,140.0,"Crime, Drama",1.0
destiny_turns_on_the_radio,21.0,16.0,101.0,Drama,2.0
destroy-all-planets,27.0,,75.0,Sci-fi,
destroy_all_monsters,67.0,75.0,88.0,Sci-fi,0.0
destroy_she_said,,,100.0,Drama,
destroyer,50.0,74.0,123.0,"Crime, Drama, Mystery & thriller, Action",1.0
destroyer-of-illusion-the-secret-world-of-a-tibetan-lama,,,,,
destruction_babies,80.0,100.0,108.0,"Comedy, Drama, Mystery & thriller",0.0
destructors,45.0,,89.0,"Crime, Drama",
destry_rides_again,82.0,96.0,94.0,Western,0.0
det-enda-rationella,45.0,,105.0,"Comedy, Drama",
det-rode-kapel,74.0,63.0,88.0,"Documentary, Comedy",0.0
det-stora-aventyret-the-great-adventure,,,80.0,Adventure,
detachment,74.0,58.0,97.0,Drama,0.0
detainee_001,,,90.0,Documentary,
detainment,70.0,83.0,30.0,Drama,0.0
detected,,,20.0,Documentary,
detective,48.0,100.0,114.0,"Crime, Drama, Lgbtq+",0.0
detective-naani,,,140.0,Drama,
detective_1995,54.0,91.0,95.0,Drama,0.0
detective_bureau_2_3_go_to_hell_bastards,58.0,,89.0,"Action, Crime, Drama",
detective_byomkesh_bakshy_2015,78.0,64.0,135.0,Mystery & thriller,1.0
detective_chinatown_2,66.0,54.0,121.0,"Comedy, Adventure",1.0
detective_chinatown_2016,73.0,,136.0,"Comedy, Action, Mystery & thriller",
detective_chinatown_3,,60.0,136.0,"Comedy, Mystery & thriller",
detective_conan_the_scarlet_bullet,,,110.0,"Action, Anime, Crime",
detective_conan_zero_the_enforcer,79.0,,115.0,"Action, Adventure, Mystery & thriller, Anime",
detective_dee_and_the_mystery_of_the_phantom_flame,62.0,80.0,123.0,"Mystery & thriller, Action, History, Drama",1.0
detective_dee_the_four_heavenly_kings,71.0,60.0,132.0,"Fantasy, Adventure, Action",1.0
detective_detective_detective,,,85.0,"Comedy, Mystery & thriller",
detective_fiction,,40.0,102.0,Drama,
detective_k_2011,53.0,,115.0,"Comedy, Crime, Drama",
detective_k_secret_of_the_living_dead,44.0,,120.0,"Comedy, Crime, Drama",
detective_knight_independence,88.0,67.0,91.0,"Holiday, Action, Mystery & thriller",0.0
detective_knight_redemption,93.0,67.0,93.0,"Action, Mystery & thriller",0.0
detective_knight_rogue,83.0,67.0,105.0,"Holiday, Action, Mystery & thriller",0.0
detective_school_dropouts,80.0,,90.0,"Mystery & thriller, Comedy",
detective_story_1951,71.0,72.0,103.0,"Crime, Drama",0.0
detective_vs_sleuths,,100.0,110.0,"Mystery & thriller, Crime, Drama, Action",
detektor,,,102.0,"Comedy, Drama",
detention_2011,46.0,43.0,89.0,"Horror, Comedy",2.0
detention_2019,,,,Horror,
detention_2021,90.0,86.0,102.0,Horror,0.0
detention_of_the_dead_2012,24.0,57.0,87.0,"Horror, Comedy",2.0
deterrence,59.0,46.0,101.0,Drama,2.0
detonator,29.0,,91.0,"Action, Mystery & thriller",
detonator_2012,57.0,80.0,95.0,Drama,0.0
detour,77.0,98.0,69.0,"Crime, Drama",0.0
detour-2003,,,,,
detour_2013,38.0,56.0,87.0,Mystery & thriller,2.0
detour_2017,41.0,63.0,97.0,Mystery & thriller,2.0
detours,,,81.0,"Comedy, Drama",
detroit_2017,79.0,82.0,143.0,"Crime, Drama",1.0
detroit_9000,49.0,25.0,110.0,"Action, Mystery & thriller",2.0
detroit_rock_city,82.0,49.0,95.0,Comedy,0.0
detroit_unleaded_2012,75.0,69.0,93.0,"Comedy, Drama, Romance",0.0
detroit_ville_sauvage,,,80.0,Documentary,
detropia_2012,64.0,86.0,90.0,Documentary,0.0
dettori,,,95.0,Documentary,
deuce_bigalow_male_gigolo,42.0,22.0,88.0,Comedy,2.0
deuce_bigelow_european_gigolo,33.0,9.0,83.0,Comedy,2.0
deuces_wild,51.0,3.0,97.0,"Crime, Drama",2.0
deus,17.0,,91.0,"Sci-fi, Mystery & thriller, Action",
deusynlige,90.0,,121.0,Drama,
deux,,,121.0,Drama,
deux_fois,,,75.0,Drama,
dev_d,84.0,,142.0,Drama,
devadas_2018,,,140.0,"Comedy, Drama",
devassos,,,,,
devi,90.0,100.0,98.0,Drama,0.0
deviant_love,7.0,,86.0,Mystery & thriller,
deviation_2012,19.0,13.0,90.0,Mystery & thriller,2.0
devil,43.0,49.0,80.0,"Horror, Mystery & thriller",2.0
devil-girl,50.0,,90.0,Mystery & thriller,
devil_and_max_devlin,25.0,17.0,96.0,Fantasy,2.0
devil_and_miss_jones,79.0,100.0,92.0,Comedy,0.0
devil_at_4_oclock,55.0,80.0,126.0,Adventure,1.0
devil_at_your_heels,,,102.0,Documentary,
devil_bats_daughter,,,68.0,Mystery & thriller,
